site_id,url,true_label,pred_label,target_brand,pred_brand,brand_confidence,brand_source,crp,is_crp_true,crp_reason,reasons,runtime_sec,estimated_cost,failure_bucket,notes
site_023,https://adobe-secure.click/,phish,phish,adobe.com,adobe.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=adobe.com@0.96|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:2,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_024,https://outlook.com/security/login,benign,benign,microsoft.com,microsoft.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=microsoft.com@0.96|credential_taking|popular_domain_validated|keywords:2,1.7,0.0023,,alias legitimate domain example (popularity validation should clear it)
site_025,https://adobe-secure.support/,phish,phish,adobe.com,adobe.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=adobe.com@0.96|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:2,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_026,https://blog.apple.com/security-best-practices,benign,benign,apple.com,apple.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=apple.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_027,https://ledger-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_028,https://sonicwall-portal.click/,phish,phish,sonicwall.com,sonicwall.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=sonicwall.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,"lesser-known enterprise brand, classical login"
site_029,https://bankofamerica-secure.xyz/,phish,phish,bankofamerica.com,bankofamerica.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=bankofamerica.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_030,https://metamask-restore.zip/,phish,benign,metamask.io,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_031,https://amazon.co.uk/security/login,benign,benign,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,alias legitimate domain example (popularity validation should clear it)
site_032,https://netflix.com/account/overview,benign,benign,netflix.com,netflix.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=netflix.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_033,https://status.wellsfargo.com/,benign,benign,wellsfargo.com,wellsfargo.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=wellsfargo.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_034,https://foo-bar-api.netlify.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_035,https://linkedin-help.zip/login,phish,phish,linkedin.com,linkedin.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=linkedin.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_036,https://hsbc-secure.click/login,phish,phish,hsbc.com,hsbc.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=hsbc.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_037,https://facebook.com/login,benign,benign,facebook.com,facebook.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=facebook.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,legitimate login page on registered brand domain
site_038,https://amaz0n.com/signin,phish,phish,amazon.com,amazon.com,0.95,url+visual,1,1,explicit_credential_field,brand=amazon.com@0.95|brand_domain_mismatch|credential_taking|typosquat:amazon.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_039,https://trustwallet-restore.zip/,phish,benign,trustwallet.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_040,https://microsoft-verify.click/login,phish,phish,microsoft.com,microsoft.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=microsoft.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_041,https://ledger-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_042,https://google-secure.top/login,phish,phish,google.com,google.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=google.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_043,https://paypal-secure.click/login,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_044,https://microsoft.com/login,benign,benign,microsoft.com,microsoft.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=microsoft.com@0.96|credential_taking|popular_domain_validated|keywords:2,1.7,0.0023,,legitimate login page on registered brand domain
site_045,https://blog.facebook.com/security-best-practices,benign,benign,facebook.com,facebook.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=facebook.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_046,https://netflix-secure.top/,phish,phish,netflix.com,netflix.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=netflix.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_047,https://status.linkedin.com/,benign,benign,linkedin.com,linkedin.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=linkedin.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_048,https://linkedin.com/account/overview,benign,benign,linkedin.com,linkedin.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=linkedin.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_049,https://verify-amazon.netlify.app/,phish,phish,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_050,https://phantom-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_051,https://amazon-secure.support/,phish,phish,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_052,https://blog.apple.com/security-best-practices,benign,benign,apple.com,apple.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=apple.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_053,https://verify-paypal.pages.dev/,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_054,https://blog.chase.com/security-best-practices,benign,benign,chase.com,chase.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=chase.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_055,https://appie.com/login,phish,phish,apple.com,apple.com,0.95,url+visual,1,1,explicit_credential_field,brand=apple.com@0.95|brand_domain_mismatch|credential_taking|typosquat:apple.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_056,https://open-source-portfolio.github.io/,benign,benign,,github.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=github.com@0.78|brand_domain_mismatch|suspicious_domain|strict_hosting_rule|domain-stem:github|keywords:1,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_057,https://faceb00k.com/security/login,phish,phish,facebook.com,facebook.com,0.95,url+visual,1,1,explicit_credential_field,brand=facebook.com@0.95|brand_domain_mismatch|credential_taking|typosquat:facebook.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_058,https://acme-eng-api.netlify.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_059,https://apple-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_060,https://paloaltonetworks-portal.top/,phish,benign,paloaltonetworks.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_061,https://micr0soft.com/account/login,phish,phish,microsoft.com,microsoft.com,0.95,url+visual,1,1,explicit_credential_field,brand=microsoft.com@0.95|brand_domain_mismatch|credential_taking|typosquat:microsoft.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_062,https://facebook.com/auth/login,benign,benign,facebook.com,facebook.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=facebook.com@0.96|credential_taking|popular_domain_validated|keywords:2,1.7,0.0023,,legitimate login page on registered brand domain
site_063,https://verify-paypal.github.io/,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_064,https://hsbc-secure.top/,phish,phish,hsbc.com,hsbc.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=hsbc.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_065,https://phantom-restore.top/,phish,benign,phantom.app,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_066,https://blog.linkedin.com/security-best-practices,benign,benign,linkedin.com,linkedin.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=linkedin.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_067,https://metamask-restore.zip/,phish,benign,metamask.io,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_068,https://fortinet-portal.zip/,phish,benign,fortinet.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_069,https://paypal.com/account/login,benign,benign,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,legitimate login page on registered brand domain
site_070,https://amaz0n.com/security/login,phish,phish,amazon.com,amazon.com,0.95,url+visual,1,1,explicit_credential_field,brand=amazon.com@0.95|brand_domain_mismatch|credential_taking|typosquat:amazon.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_071,https://sonicwall-portal.live/,phish,phish,sonicwall.com,sonicwall.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=sonicwall.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,"lesser-known enterprise brand, classical login"
site_072,https://microsoft.com/account/overview,benign,benign,microsoft.com,microsoft.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=microsoft.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_073,https://phantom-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_074,https://verify-facebook.workers.dev/,phish,phish,facebook.com,facebook.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=facebook.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_075,https://trustwallet-restore.click/,phish,benign,trustwallet.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_076,https://live.com/security/login,benign,benign,microsoft.com,microsoft.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=microsoft.com@0.96|credential_taking|popular_domain_validated|keywords:2,1.7,0.0023,,alias legitimate domain example (popularity validation should clear it)
site_077,https://verify-adobe.vercel.app/,phish,phish,adobe.com,adobe.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=adobe.com@0.96|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:2,1.7,0.0023,,hidden login behind continue button on hosting domain
site_078,https://appie.com/login,phish,phish,apple.com,apple.com,0.95,url+visual,1,1,explicit_credential_field,brand=apple.com@0.95|brand_domain_mismatch|credential_taking|typosquat:apple.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_079,https://dev-blog-changelog.pages.dev/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_080,https://g00gle.com/auth/login,phish,phish,google.com,google.com,0.95,url+visual,1,1,explicit_credential_field,brand=google.com@0.95|brand_domain_mismatch|credential_taking|typosquat:google.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_081,https://facebook.com/account/overview,benign,benign,facebook.com,facebook.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=facebook.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_082,https://acme-eng-api.netlify.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_083,https://metaverse-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_084,https://wellsfargo.com/account/overview,benign,benign,wellsfargo.com,wellsfargo.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=wellsfargo.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_085,https://ledger-restore.zip/,phish,benign,ledger.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_086,https://foo-bar-docs.vercel.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_087,https://chase.com/account/overview,benign,benign,chase.com,chase.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=chase.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_088,https://paypal-secure.xyz/login,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_089,https://bankofamerica-secure.review/,phish,phish,bankofamerica.com,bankofamerica.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=bankofamerica.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_090,https://status.microsoft.com/,benign,benign,microsoft.com,microsoft.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=microsoft.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_091,https://phantom-restore.live/,phish,benign,phantom.app,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_092,https://dev-blog-api.netlify.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_093,https://ledger-restore.zip/,phish,benign,ledger.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_094,https://micr0soft.com/login,phish,phish,microsoft.com,microsoft.com,0.95,url+visual,1,1,explicit_credential_field,brand=microsoft.com@0.95|brand_domain_mismatch|credential_taking|typosquat:microsoft.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_095,https://blog.facebook.com/security-best-practices,benign,benign,facebook.com,facebook.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=facebook.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_096,https://blog.hsbc.com/security-best-practices,benign,benign,hsbc.com,hsbc.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=hsbc.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_097,https://status.linkedin.com/,benign,benign,linkedin.com,linkedin.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=linkedin.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_098,https://verify-facebook.netlify.app/,phish,phish,facebook.com,facebook.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=facebook.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_099,https://citrix-portal.live/,phish,benign,citrix.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_100,https://dropbox.com/account/overview,benign,benign,dropbox.com,dropbox.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=dropbox.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_101,https://verify-google.github.io/,phish,phish,google.com,google.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=google.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_102,https://blog.adobe.com/security-best-practices,benign,benign,adobe.com,adobe.com,0.96,ocr+caption,1,0,explicit_credential_field,brand=adobe.com@0.96|credential_taking|popular_domain_validated|keywords:2,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_103,https://sonicwall-portal.click/,phish,phish,sonicwall.com,sonicwall.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=sonicwall.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,"lesser-known enterprise brand, classical login"
site_104,https://fortinet-portal.xyz/,phish,benign,fortinet.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_105,https://blog.chase.com/security-best-practices,benign,benign,chase.com,chase.com,0.78,ocr+caption,1,0,explicit_credential_field,brand_below_threshold=chase.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,informational blog post mentioning password but not asking for one
site_106,https://foo-bar-api.netlify.app/,benign,benign,,,0.0,no_brand_signal,0,0,no_explicit_credential,suspicious_domain|no_brand_signal,1.7,0.0023,,legitimate dev project hosted on a SaaS platform; not a credential page
site_107,https://metaverse-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_108,https://apple.com/account/overview,benign,benign,apple.com,apple.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=apple.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_109,https://verify-facebook.vercel.app/,phish,phish,facebook.com,facebook.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=facebook.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_110,https://sonicwall-portal.click/,phish,phish,sonicwall.com,sonicwall.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=sonicwall.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,"lesser-known enterprise brand, classical login"
site_111,https://dropbox.com/login,benign,benign,dropbox.com,dropbox.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=dropbox.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,legitimate login page on registered brand domain
